GEOID,Total Population,Population 18 to 64,Total Households,Aggregate Income,% Group Quarters,Poverty Rate,% Near Poverty,% No Bachelors,Unemployment Rate,PCA Score,Percentile,Mobility Category
29165030002,3916,2533,1468,136406400,3.268641471,13.45005969,10.74413052,68.21256039,7.115384615,0.75853494,74.67166979,Limited Mobility
29095017600,5168,3084,1962,206624200,0.077399381,5.739299611,1.037613489,71.63753122,5.147333085,-0.612800509,47.27954972,Existing Mobility
29047022000,6988,3986,2873,319076500,0.586720092,3.733602422,1.3370333,61.90205011,1.6801854,-1.276141233,30.01876173,Existing Mobility
29095004400,1666,1219,1045,130071300,0,12.05906481,6.23461854,27.90262172,1.27388535,-1.262131087,30.39399625,Existing Mobility
29095014203,4510,2559,1511,217274600,0,4.845642829,2.344665885,52.17391304,1.358313817,-1.394503244,27.01688555,Existing Mobility
29095015500,1872,1141,636,36713900,0,40.7537248,24.45223488,79.36726272,7.671232877,3.722199619,99.0619137,Extremely Limited Mobility
29095014120,3130,1667,1120,146127800,0.159744409,3.959208158,4.919016197,47.9638009,2.362204724,-1.216294902,31.33208255,Existing Mobility
29037061100,4323,2445,1783,200462500,0,2.535787321,7.607361963,75.78373467,3.08234258,-0.319650579,54.22138837,Limited Mobility
29095011405,3001,1469,1088,41719300,0,36.62355344,12.45745405,93.31619537,13.95563771,3.426891401,98.49906191,Extremely Limited Mobility
29095004600,2629,1730,1372,131280700,1.901863827,8.84749709,4.132712456,32.20951234,1.816180517,-1.457644757,24.01500938,Existing Mobility
29095014125,2005,1086,787,112078600,0,1.38121547,1.841620626,57.43801653,5.603864734,-1.066869456,35.83489681,Existing Mobility
29095980802,0,0,0,0,,,,,,,,Excluded
29095007802,2210,924,906,45299900,0.316742081,13.96103896,12.44588745,83.72921615,5.653266332,1.156996948,81.23827392,Very Limited Mobility
29095013309,5353,3168,2128,149677200,2.03624136,14.30847674,6.277884003,70.76363636,9.344082081,0.701091735,74.29643527,Limited Mobility
29037060003,3712,2078,1493,126070900,0,8.902791145,10.49085659,65.72557877,5.635245902,0.286519531,67.91744841,Limited Mobility
29047021806,4246,1964,1799,165063900,1.625058879,8.823529412,9.391124871,62.79069767,6.363137685,0.18991632,65.29080675,Limited Mobility
29095018500,4735,2608,1879,281464100,0.147835269,1.303680982,1.687116564,37.13062099,0.776699029,-2.057806737,8.818011257,Existing Mobility
29095013916,6044,3657,2132,312514700,0.148908008,6.289308176,4.785343177,51.416122,2.79346211,-0.978396099,38.83677298,Existing Mobility
29095014206,4910,2497,2059,351755100,0,1.641970364,1.682018422,27.61227212,1.791044776,-2.165319049,5.816135084,Existing Mobility
29095017400,3010,1798,1394,67045800,0.73089701,12.01334816,26.47385984,70.09009009,3.074141049,1.68946425,90.4315197,Extremely Limited Mobility
29095001000,3008,1738,1204,74288400,0,15.18987342,15.07479862,54.15135929,13.27913279,1.515006997,88.18011257,Very Limited Mobility
29037060700,3573,1947,1383,128948900,0,5.957883924,7.960965588,81.6943128,2.166064982,-0.058898715,61.35084428,Limited Mobility
29095014806,4508,2428,1582,195513700,0.621118012,7.965332233,3.09533636,51.41662796,2.487562189,-1.067786667,35.64727955,Existing Mobility
29095013705,1386,898,696,58269600,0.072150072,8.351893096,9.465478842,50.96921323,5.39523212,-0.209003088,57.4108818,Limited Mobility
29095014005,4945,2922,1876,183322300,1.577350859,11.01984942,3.18275154,84.43017657,3.867623604,0.030277752,62.47654784,Limited Mobility
29095004300,2828,2224,1408,122517900,9.476661952,28.0227596,3.082029398,51.95876289,1.120448179,-0.131690061,59.84990619,Limited Mobility
29095016500,1914,1009,769,50584900,0,18.13676908,20.61446977,89.32238193,0,1.652233376,89.68105066,Very Limited Mobility
29047021211,3063,1952,1436,114577300,0.097943193,13.88319672,17.31557377,67.77777778,2.611534276,0.888443555,76.73545966,Very Limited Mobility
29165030215,1113,792,584,59563800,0,0,0.631313131,64.8989899,0.257400257,-1.607597573,19.69981238,Existing Mobility
29095014008,3697,2322,1649,134645000,0.270489586,4.823428079,10.07751938,73.75415282,2.11902615,-0.129113549,60.03752345,Limited Mobility
29047021208,5411,3756,2490,197170800,0.628349658,11.41785044,3.296703297,68.02045728,2.211084906,-0.498409063,49.90619137,Existing Mobility
29095008100,2072,1550,951,70567600,0,30.32258065,6.064516129,55.57432432,8.087091757,1.040665506,80.11257036,Very Limited Mobility
29095012703,2464,1681,1161,101203100,0.081168831,3.628792385,3.390838786,81.73690932,8.004851425,0.010716378,62.10131332,Limited Mobility
29095018600,2875,1755,1101,159045300,0,2.792022792,3.760683761,39.64460784,6.005830904,-1.209604723,31.51969981,Existing Mobility
29095008200,2974,1859,1522,165777900,0.30262273,3.604088219,5.217859064,25.89073634,4.467005076,-1.523928468,21.20075047,Existing Mobility
29095014804,3265,1928,1231,177891600,0,0.933609959,0.363070539,43.61334868,6.772009029,-1.431796116,25.32833021,Existing Mobility
29095006600,1921,1419,1083,145926400,5.517959396,11.65270373,6.169078446,23.07025152,2.602523659,-1.27057483,30.20637899,Existing Mobility
29095019301,3872,2352,1552,159560900,0,4.25170068,9.608843537,77.29379055,1.928133216,-0.134925288,59.47467167,Limited Mobility
29095014112,1876,1047,673,101581100,0.106609808,4.966571156,1.241642789,45.29236868,1.956745623,-1.588214179,20.26266417,Existing Mobility
29047021404,5378,2984,2119,240866400,2.621792488,11.97686288,3.028240898,50.70309361,7.94248545,-0.326784002,53.84615385,Limited Mobility
29165030201,5917,3817,2436,354492500,0.050701369,2.305475504,0.759758973,36.5746181,2.536556252,-1.920944783,11.63227017,Existing Mobility
29095011407,3060,1683,1509,107751600,0,4.515745692,5.288175876,84.46601942,5.818414322,0.067252804,63.78986867,Limited Mobility
29095012702,3548,2033,1398,133142900,2.057497182,8.378780367,2.231036192,77.83902977,6.387789712,-0.095360306,60.60037523,Limited Mobility
29047020500,6431,3703,2618,161359100,0.171046494,15.96003241,13.25951931,77.72835113,6.959204662,1.322354367,85.55347092,Very Limited Mobility
29095005602,1349,935,558,32925400,0.66716086,24.49197861,5.347593583,89.89298454,14.42176871,2.130003627,93.99624765,Extremely Limited Mobility
29165030210,2248,1234,859,121135300,2.357651246,3.565640194,0.405186386,36.08815427,0.495867769,-2.102996523,7.879924953,Existing Mobility
29095007100,3175,2379,2027,188756700,1.826771654,8.82852292,2.164685908,26.93345324,1.595259799,-1.778588084,14.8217636,Existing Mobility
29095007900,4061,2203,1568,71474000,2.41319872,33.48540146,18.33941606,83.23095823,3.920386007,2.517724732,95.87242026,Extremely Limited Mobility
29095013706,4397,2729,1878,122317800,0.409370025,26.46627566,6.231671554,76.64264519,9.175475687,1.464578485,87.61726079,Very Limited Mobility
29165030306,5610,3574,2082,411102200,0,1.958589815,0,33.12674311,2.969678024,-2.044158922,9.005628518,Existing Mobility
29095012400,4327,2428,1845,132510400,0.369771204,14.29159802,6.919275124,80.55062167,6.086519115,0.660743652,73.73358349,Limited Mobility
29165030103,5546,3399,2124,331664200,5.914172376,5.80872914,3.177150193,35.95026643,1.313171508,-1.663310514,18.38649156,Existing Mobility
29095013203,3931,2024,1243,67651900,0.330704655,25.80645161,25.06203474,83.2594235,16.95941853,4.015465417,99.43714822,Extremely Limited Mobility
29095009900,2320,1372,1128,125670100,0.043103448,4.15451895,5.102040816,28.54973424,2.396053559,-1.650643394,18.94934334,Existing Mobility
29095008500,3551,1825,1331,379645800,0,0.164383562,0,10.90706733,0.836820084,-2.885928425,0.187617261,Existing Mobility
29095009300,2412,1659,1340,127717700,2.777777778,7.360097324,6.569343066,35.60176434,0.987045034,-1.326837753,28.7054409,Existing Mobility
29095007400,4234,3026,1665,297062800,20.76051016,22.11895911,1.719330855,22.39902081,4.184457728,-0.960031766,40.15009381,Existing Mobility
29095012100,5380,3029,2394,171639400,0.185873606,14.06404754,10.82865632,87.7173913,3.217358773,0.870631417,75.98499062,Very Limited Mobility
29095017500,2134,1225,944,52563300,0.984067479,17.95918367,7.428571429,80.89602705,5.22317189,0.820389617,75.42213884,Very Limited Mobility
29095014128,5650,2896,2268,192586500,1.699115044,8.307372793,2.630668051,74.16081187,6.12244898,-0.179063769,58.16135084,Limited Mobility
29165030212,4561,2405,1978,178104800,0.131550099,10.47817048,10.18711019,49.68583857,8.484609313,0.248121651,66.9793621,Limited Mobility
29037060602,4533,2962,1856,171104700,0.330906684,5.840648211,0,65.49904031,7.992565056,-0.556972102,48.59287054,Existing Mobility
29095000700,4308,2885,1596,97471100,2.065923863,11.38040042,15.52511416,76.65827036,3.051525763,0.856598052,75.6097561,Very Limited Mobility
29095013313,5193,3170,2113,175095000,0.346620451,6.942253077,13.34805932,72.66881029,0.4,0.06840538,63.97748593,Limited Mobility
29037060100,1676,1034,721,45131600,5.727923628,2.23880597,13.75266525,78.32512315,12.57557437,1.220469041,82.55159475,Very Limited Mobility
29095007500,2968,2383,952,78648900,26.92048518,27.95765878,5.853051059,48.31261101,8.658294779,0.781122076,75.04690432,Very Limited Mobility
29047021811,4017,2318,1533,253278800,0,0.949094047,0.5608283,47.50356633,10.46099291,-0.947856956,40.52532833,Existing Mobility
29095007600,2239,1378,955,50679600,0.535953551,14.80406386,6.821480406,73.74449339,11.15537849,1.029058032,79.73733583,Very Limited Mobility
29095014701,3964,2655,1850,171116600,4.667003027,2.994241843,9.328214971,59.20070268,11.52737752,0.31185084,68.66791745,Limited Mobility
29095012802,4189,2699,1716,143785400,0.525185008,9.785025945,7.153446998,68.5520362,5.01232539,0.047032836,63.22701689,Limited Mobility
29165030211,2589,1771,1312,104404000,0,7.735742518,10.27667984,71.1409396,0,-0.234151099,56.4727955,Limited Mobility
29095014903,5834,3448,2113,283710100,0.154268084,4.959396752,5.220417633,60.90966921,0.032123354,-1.063130701,36.21013133,Existing Mobility
29095014123,3543,2226,1385,119524800,0.197572679,3.593890386,5.795148248,79.97858672,9.558117195,0.333354754,69.04315197,Limited Mobility
29095010002,3443,2835,2005,122814100,0.14522219,6.349206349,7.054673721,68.89067524,3.112990008,-0.327475262,53.65853659,Limited Mobility
29095018200,4285,2467,1280,207270200,0.093348891,2.14835833,0,36.28558518,4.823428079,-1.771214741,15.00938086,Existing Mobility
29037061400,5090,2945,1763,132717500,4.518664047,2.047299682,6.600776562,92.41540257,8.717748241,0.533965076,72.04502814,Limited Mobility
29095002300,2207,1121,797,39765800,0.906207522,39.07225691,10.79393399,93.39305711,13.60239163,3.377778776,98.31144465,Extremely Limited Mobility
29095013612,7080,4499,2645,414356400,0,3.956434763,6.156923761,33.83838384,3.089353612,-1.372716979,27.7673546,Existing Mobility
29095011502,1484,937,641,33187700,2.830188679,38.6339381,5.549626467,85.1994852,6.191117093,1.952564883,93.05816135,Extremely Limited Mobility
29095012000,3828,2170,1491,95788600,0.888192268,24.56221198,8.986175115,76.44670051,5.925507901,1.270535033,84.24015009,Very Limited Mobility
29047021210,5186,3215,2181,222346700,0,11.22861586,10.29548989,52.06883925,0.116867939,-0.491563006,50.46904315,Limited Mobility
29047020901,6509,3986,2596,229640500,0.215086803,9.483191169,16.73356749,68.91604676,5.870445344,0.96128163,78.98686679,Very Limited Mobility
29165030602,6372,3595,2269,250551300,0,8.456189152,2.030598053,53.11619167,2.274225445,-1.115503517,33.39587242,Existing Mobility
29095011001,3218,1812,1037,64200800,0,32.83664459,8.774834437,86.20466321,2.641802642,1.591755921,89.30581614,Very Limited Mobility
29095980101,0,0,0,0,,,,,,,,Excluded
29047021204,5381,3449,2330,188092500,0,9.07509423,4.668019716,61.02096011,3.004026014,-0.590175555,48.03001876,Existing Mobility
29095006300,1709,1365,1111,56169800,4.856641311,17.85989222,16.9361047,77.04778157,3.644444444,1.392028776,86.67917448,Very Limited Mobility
29095000300,2445,1709,1229,90114800,0,27.15038034,2.340550029,54.97661991,0.535475234,-0.229507194,56.66041276,Limited Mobility
29095007302,1133,887,864,116927500,0,8.455467869,1.916572717,23.62768496,1.483050847,-1.910331871,12.19512195,Existing Mobility
29095013301,3899,2304,1836,95028500,0.436009233,23.13400262,12.78917503,82.54620123,7.010090281,1.781699253,90.99437148,Extremely Limited Mobility
29095013208,2564,1448,1209,78162000,0.390015601,5.939226519,12.84530387,90.27149321,1.627906977,0.516351155,71.66979362,Limited Mobility
29047020603,4725,2980,1858,141181800,0,15.40268456,7.315436242,86.45675266,7.605042017,1.048796868,80.30018762,Very Limited Mobility
29095009400,4208,3214,2091,167566400,2.281368821,13.60779384,1.257071025,49.90533889,2.590860022,-0.954758369,40.33771107,Existing Mobility
29095013410,4168,3040,2264,109499600,0.047984645,20.46052632,18.42105263,71.59934048,7.373622197,1.905909128,92.49530957,Extremely Limited Mobility
29095009500,3251,1744,1255,64057800,0,20.92889908,21.50229358,81.34816754,12.38938053,2.939257343,96.99812383,Extremely Limited Mobility
29095013416,2241,1343,850,78680700,0.312360553,11.61578555,3.350707372,68.98734177,1.488833747,-0.533114141,48.96810507,Existing Mobility
29095016801,1998,1625,1600,102817500,0.45045045,21.36699507,4.187192118,43.48178138,7.310344828,0.035108895,63.03939962,Limited Mobility
29095000900,3230,1994,1299,103740600,0.309597523,19.10732197,17.85356068,77.17161017,2.942942943,1.470103063,87.99249531,Very Limited Mobility
29095989100,45,45,45,,0,0,0,100,0,,,Excluded
29037061200,4199,2286,1575,161661900,0,6.736657918,5.599300087,77.78340081,4.841075795,-0.046520592,61.7260788,Limited Mobility
29095014702,4921,2690,1891,236786300,1.097337939,0.670640835,3.427719821,60.80298013,4.010494753,-1.046929997,36.58536585,Existing Mobility
29095016200,2056,1424,974,61691900,12.01361868,26.89545092,14.92418196,56.20512821,5.329949239,1.367513327,86.49155722,Very Limited Mobility
29095007200,2020,1246,975,233465300,0,11.95826645,1.123595506,9.773755656,5.146476643,-1.754723233,15.75984991,Existing Mobility
29095013801,5497,3306,2119,236619100,0.054575223,12.12946158,1.08892922,60.92767296,4.332129964,-0.608233856,47.65478424,Existing Mobility
29165030309,4736,3134,2004,244403100,0.253378378,7.370772176,14.70963625,53.57570915,6.896551724,0.410054654,70.16885553,Limited Mobility
29095013917,3774,2394,1521,267188800,0,5.931495405,5.096073517,51.94746377,1.763224181,-1.061713319,36.39774859,Existing Mobility
29037060800,6477,3894,2401,268450900,1.636560136,5.94468855,1.214784182,76.57553957,4.677846425,-0.515903958,49.53095685,Existing Mobility
29095011409,1469,824,539,56298800,0,6.189320388,7.160194175,86.328125,11.66448231,0.954484474,78.42401501,Very Limited Mobility
29047021812,5563,3366,2141,272469300,0,3.267973856,1.990493167,67.904,1.592069691,-1.109304715,33.58348968,Existing Mobility
29095012502,3063,1763,1145,79118300,8.096637284,18.79391101,7.962529274,84.61016949,13.56041131,1.842676787,91.55722326,Extremely Limited Mobility
